Serial No.,Make,Model,Year,Fuel Type Group,Engine HP,Engine Cylinders,Transmission Type,Driving Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,Highway Mileage (mpg),City Mileage (mpg),Popularity Rating,MSRP
207,Chrysler,300,2016,unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,31,19,1013,42690
208,Chrysler,300,2016,unleaded,292,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Sedan,31,19,1013,38555
209,Chrysler,300,2016,unleaded,292,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Sedan,31,19,1013,35255
210,Chrysler,300,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,38590
211,Chrysler,300,2016,unleaded,292,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,34760
212,Chrysler,300,2017,unleaded,292,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,41135
213,Chrysler,300,2017,unleaded,292,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,45270
214,Chrysler,300,2017,unleaded,300,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,38670
215,Chrysler,300,2017,unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,38635
216,Chrysler,300,2017,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,36170
217,Chrysler,300,2017,unleaded,300,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,38175
218,Chrysler,300,2017,unleaded,292,6,AUTOMATIC,rear wheel drive,4,Miscellaneous,Large,Sedan,30,19,1013,32340
219,Chrysler,300,2017,unleaded,292,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,42770
220,Chrysler,300,2017,unleaded,292,6,AUTOMATIC,all wheel drive,4,Miscellaneous,Large,Sedan,27,18,1013,34840
221,Chrysler,300,2017,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Performance,Large,Sedan,30,19,1013,35675
222,Chrysler,300M,2002,unleaded,250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1013,32065
223,Chrysler,300M,2002,unleaded,250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,24,16,1013,28540
224,Chrysler,300M,2003,unleaded,255,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,32315
225,Chrysler,300M,2003,unleaded,250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,28885
226,Chrysler,300M,2004,unleaded,250,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,29185
227,Chrysler,300M,2004,unleaded,255,6,AUTOMATIC,front wheel drive,4,Performance,Large,Sedan,25,16,1013,32615
228,Nissan,300ZX,1994,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,16,2009,2847
229,Nissan,300ZX,1994,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,2488
230,Nissan,300ZX,1994,unleaded,300,6,MANUAL,rear wheel drive,2,Hatchback,Compact,2dr Hatchback,22,16,2009,2683
231,Nissan,300ZX,1994,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,2553
232,Nissan,300ZX,1995,unleaded,300,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,3049
233,Nissan,300ZX,1995,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,2774
234,Nissan,300ZX,1995,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,2702
235,Nissan,300ZX,1995,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,17,2009,3101
236,Nissan,300ZX,1996,unleaded,300,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,16,2009,3510
237,Nissan,300ZX,1996,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,3107
238,Nissan,300ZX,1996,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Convertible,22,17,2009,3624
239,Nissan,300ZX,1996,unleaded,222,6,MANUAL,rear wheel drive,2,Performance,Compact,Coupe,22,17,2009,3185
240,Mazda,323,1992,unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
241,Mazda,323,1993,unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
242,Mazda,323,1993,unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,24,586,2000
243,Mazda,323,1994,unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,25,586,2000
244,Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,Diesel,Large,Sedan,23,19,617,2144
245,Mercedes-Benz,350-Class,1990,diesel,134,6,AUTOMATIC,rear wheel drive,4,Diesel,Large,Sedan,23,19,617,2098
246,Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,Diesel,Large,Sedan,23,19,617,2178
247,Mercedes-Benz,350-Class,1991,diesel,134,6,AUTOMATIC,rear wheel drive,4,Diesel,Large,Sedan,23,19,617,2311
248,Nissan,350Z,2007,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,36550
249,Nissan,350Z,2007,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,41250
250,Nissan,350Z,2007,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,30600
251,Nissan,350Z,2007,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,37100
252,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,27900
253,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,32700
254,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,40250
255,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,35550
256,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,36100
257,Nissan,350Z,2007,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,33200
258,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,37900
259,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,29600
260,Nissan,350Z,2007,unleaded,306,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,25,18,2009,38070
261,Nissan,350Z,2007,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,38900
262,Nissan,350Z,2008,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,33840
263,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,38630
264,Nissan,350Z,2008,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,39630
265,Nissan,350Z,2008,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,37740
266,Nissan,350Z,2008,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,41980
267,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,36280
268,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,36740
269,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,40980
270,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,25,18,2009,38680
271,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,28510
272,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,30210
273,Nissan,350Z,2008,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,24,17,2009,31210
274,Nissan,350Z,2008,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,25,18,2009,33340
275,Nissan,350Z,2008,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,37280
276,Nissan,350Z,2009,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,41570
277,Nissan,350Z,2009,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,36870
278,Nissan,350Z,2009,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,42570
279,Nissan,350Z,2009,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,37870
280,Nissan,350Z,2009,unleaded,306,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,39220
281,Nissan,350Z,2009,unleaded,306,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,23,17,2009,40220
282,Ferrari,360,2002,unleaded,400,8,MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,15,10,2774,160829
283,Ferrari,360,2002,unleaded,400,8,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,140615
284,Ferrari,360,2002,unleaded,400,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,150694
285,Ferrari,360,2002,unleaded,400,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,15,10,2774,170829
286,Ferrari,360,2003,unleaded,400,8,MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,15,10,2774,165986
287,Ferrari,360,2003,unleaded,400,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,154090
288,Ferrari,360,2003,unleaded,400,8,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,143860
289,Ferrari,360,2003,unleaded,400,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,15,10,2774,176287
290,Ferrari,360,2004,unleaded,400,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,157767
291,Ferrari,360,2004,unleaded,425,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,187124
292,Ferrari,360,2004,unleaded,400,8,MANUAL,rear wheel drive,2,Exotic,Compact,Coupe,15,10,2774,147332
293,Ferrari,360,2004,unleaded,400,8,MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,15,10,2774,169900
294,Ferrari,360,2004,unleaded,400,8,AUTOMATED_MANUAL,rear wheel drive,2,Exotic,Compact,Convertible,15,10,2774,180408
295,Nissan,370Z,2015,unleaded,350,6,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,19,2009,46790
296,Nissan,370Z,2015,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
297,Nissan,370Z,2015,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,29990
298,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
299,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
300,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,34870
301,Nissan,370Z,2015,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,33570
302,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,46570
303,Nissan,370Z,2015,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
304,Nissan,370Z,2015,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
305,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,49400
306,Nissan,370Z,2015,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
307,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
308,Nissan,370Z,2015,unleaded,350,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,18,2009,45490
309,Nissan,370Z,2015,unleaded,350,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,18,2009,41990
310,Nissan,370Z,2015,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,38370
311,Nissan,370Z,2015,unleaded,350,6,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,19,2009,43290
312,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
313,Nissan,370Z,2016,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
314,Nissan,370Z,2016,unleaded,350,6,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,19,2009,43290
315,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
316,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,34870
317,Nissan,370Z,2016,unleaded,350,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,18,2009,41990
318,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,38370
319,Nissan,370Z,2016,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
320,Nissan,370Z,2016,unleaded,350,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,18,2009,45490
321,Nissan,370Z,2016,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,29990
322,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,46570
323,Nissan,370Z,2016,unleaded,350,6,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,19,2009,46790
324,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,49400
325,Nissan,370Z,2016,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
326,Nissan,370Z,2016,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
327,Nissan,370Z,2016,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
328,Nissan,370Z,2016,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,33570
329,Nissan,370Z,2017,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37970
330,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,38370
331,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,34870
332,Nissan,370Z,2017,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,29990
333,Nissan,370Z,2017,unleaded,350,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,18,2009,45490
334,Nissan,370Z,2017,unleaded,350,6,MANUAL,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,18,2009,41990
335,Nissan,370Z,2017,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,45270
336,Nissan,370Z,2017,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,33570
337,Nissan,370Z,2017,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Convertible,24,17,2009,48100
338,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,39270
339,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,46570
340,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,49400
341,Nissan,370Z,2017,unleaded,332,6,MANUAL,rear wheel drive,2,High-Performance,Compact,Coupe,26,18,2009,37070
342,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Convertible,25,18,2009,41820
343,Nissan,370Z,2017,unleaded,350,6,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,19,2009,46790
344,Nissan,370Z,2017,unleaded,350,6,AUTOMATIC,rear wheel drive,2,Factory Tuner,Compact,Coupe,26,19,2009,43290
345,Nissan,370Z,2017,unleaded,332,6,AUTOMATIC,rear wheel drive,2,High-Performance,Compact,Coupe,26,19,2009,31290
346,Mazda,3,2015,unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25,586,25045
347,Mazda,3,2015,unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,26095
348,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,23795
349,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,19595
350,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,18445
351,Mazda,3,2015,unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25,586,23845
352,Mazda,3,2015,unleaded,184,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,586,25395
353,Mazda,3,2015,unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,24895
354,Mazda,3,2015,unleaded,184,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,586,25545
355,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,24295
356,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,19495
357,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,20095
358,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,19995
359,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,21145
360,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,23245
361,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,16945
362,Mazda,3,2015,unleaded,184,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,586,24345
363,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,20645
364,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,18945
365,Mazda,3,2015,unleaded,184,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,586,26595
366,Mazda,3,2015,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,22745
367,Mazda,3,2015,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,17995
368,Mazda,3,2016,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,22545
369,Mazda,3,2016,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,21095
370,Mazda,3,2016,unleaded,184,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,586,25495
371,Mazda,3,2016,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,20745
372,Mazda,3,2016,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,24295
373,Mazda,3,2016,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,23595
374,Mazda,3,2016,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,21795
375,Mazda,3,2016,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,17845
376,Mazda,3,2016,unleaded,184,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,586,26495
377,Mazda,3,2016,unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,Sedan,37,25,586,24745
378,Mazda,3,2016,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Compact,Sedan,41,30,586,18895
379,Mazda,3,2016,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,30,586,19595
380,Mazda,3,2016,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,23245
381,Mazda,3,2016,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,40,29,586,18545
382,Mazda,3,2016,unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,25795
383,Mazda,3,2016,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Compact,Sedan,41,29,586,20045
384,Mazda,3,2016,unleaded,184,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,586,25445
385,Mazda,3,2016,unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,Sedan,39,28,586,24795
386,Mazda,3,2017,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,37,28,586,21495
387,Mazda,3,2017,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Midsize,Sedan,37,27,586,17845
388,Mazda,3,2017,unleaded,184,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,34,25,586,23145
389,Mazda,3,2017,unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,36,27,586,24195
390,Mazda,3,2017,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28,586,20145
391,Mazda,3,2017,unleaded,184,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,586,24945
392,Mazda,3,2017,unleaded,184,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,586,23895
393,Mazda,3,2017,unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27,586,19095
394,Mazda,3,2017,unleaded,184,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,35,26,586,23445
395,Mazda,3,2017,unleaded,155,4,AUTOMATIC,front wheel drive,4,Miscellaneous,Midsize,Sedan,37,28,586,18895
396,Mazda,3,2017,unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,28,586,22245
397,Mazda,3,2017,unleaded,184,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,33,25,586,22395
398,Mazda,3,2017,unleaded,155,4,MANUAL,front wheel drive,4,Miscellaneous,Midsize,Sedan,37,27,586,20445
399,BMW,4 Series Gran Coupe,2015,unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,22,3916,42300
400,BMW,4 Series Gran Coupe,2015,unleaded,240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,40300
401,BMW,4 Series Gran Coupe,2015,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,32,21,3916,45800
402,BMW,4 Series Gran Coupe,2015,unleaded,300,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,20,3916,47800
403,BMW,4 Series Gran Coupe,2016,unleaded,240,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,34,22,3916,43650
404,BMW,4 Series Gran Coupe,2016,unleaded,300,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,30,20,3916,49950
405,BMW,4 Series Gran Coupe,2016,unleaded,300,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,31,20,3916,47950
406,BMW,4 Series Gran Coupe,2016,unleaded,240,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,41650
407,BMW,4 Series Gran Coupe,2017,unleaded,320,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,32,21,3916,48300
408,BMW,4 Series Gran Coupe,2017,unleaded,320,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,21,3916,50300
409,BMW,4 Series Gran Coupe,2017,unleaded,248,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,33,23,3916,43950
410,BMW,4 Series Gran Coupe,2017,unleaded,248,4,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,34,23,3916,41950
